event_timestamp,latitude,longitude,Language_JFProd,media_component_title,platform
2025-12-11 07:48:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:41:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:35:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 06:58:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:53:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:30:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:37:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 15:10:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:34:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:31:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:35:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 19:12:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 00:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 03:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:30:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 19:06:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 15:50:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:18:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:28:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:31:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 15:10:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 02:56:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 06:03:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:12:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 07:51:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:32:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:40:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:47:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:31:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 03:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 15:36:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:56:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:32:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:20:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 22:03:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:30:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:46:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:11:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:30:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:06:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:56:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 07:48:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 15:36:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:17:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:17:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:33:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:33:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 22:03:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 06:57:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:53:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 14:58:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:37:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:29:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:46:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:40:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:37:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:14:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:35:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:15:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:16:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:15:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:31:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:46:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:36:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:47:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:56:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 19:06:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:19:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 03:38:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:16:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 14:58:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:19:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 06:05:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:00:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:32:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 14:58:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 07:09:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:37:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:10:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:14:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:14:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:06:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:30:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:49:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 07:55:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:40:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:01:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 12:18:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 03:32:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 20:36:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:33:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:46:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 00:49:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:33:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 11:00:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:20:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-12 00:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:52:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 18:53:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 17:46:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 13:08:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 19:04:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 23:25:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:24:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 16:21:00.000000 UTC,43.929019746121256,-120.54703808180517,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 06:28:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:40:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:00:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:43:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:16:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 07:12:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:11:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:14:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:12:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:34:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:56:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:41:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:35:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:04:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 13:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 18:40:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 13:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 18:15:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:53:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:40:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:00:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:03:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:56:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:11:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:22:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:11:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:41:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:00:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:39:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 01:23:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:43:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 18:15:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 06:28:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 07:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:45:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:36:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:41:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:34:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:00:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:45:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:17:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:57:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:27:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:03:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:22:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:00:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:56:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:29:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:45:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:36:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:36:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:39:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:45:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:08:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:54:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:25:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:08:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 00:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:59:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:35:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 13:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:39:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 21:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:04:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:17:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:17:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:04:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 06:28:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 01:22:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 18:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 12:39:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 18:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:09:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 07:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:02:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:57:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 23:09:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:22:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:50:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:04:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:38:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:32:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:05:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:26:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:05:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:25:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:02:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:25:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:40:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:25:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 09:08:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:46:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 00:02:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:26:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:43:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:02:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:59:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 12:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 13:06:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 21:02:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:26:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:16:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 13:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:41:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 04:05:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 17:16:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 11:54:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:49:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:54:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 01:13:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 08:19:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:05:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:05:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 19:33:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:54:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 20:44:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:01:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:45:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 02:42:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:44:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 12:20:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-12 03:55:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:26:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:44:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 16:52:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 22:48:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 15:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 14:18:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
2025-12-11 05:14:00.000000 UTC,47.406205250596642,-120.43011933174219,,,web
